number;id;comments;title;createdAt;closedAt
44;MDU6SXNzdWUxNDU0NzUy;{'totalCount': 2};Fix for alert box gradients in IE7/8;2011-08-22T01:37:58Z;2011-08-22T02:51:54Z
46;MDU6SXNzdWUxNDU0ODky;{'totalCount': 1};Fix for .btn borders in IE7/8;2011-08-22T02:29:25Z;2011-08-22T03:02:38Z
47;MDU6SXNzdWUxNDU1MDk2;{'totalCount': 1};Padding issue on form-stacked input error;2011-08-22T03:49:59Z;2011-08-22T04:00:04Z
48;MDU6SXNzdWUxNDU1MTcx;{'totalCount': 3};Zebra-striped table not working;2011-08-22T04:16:37Z;2011-08-23T05:16:01Z
49;MDU6SXNzdWUxNDU1NTkz;{'totalCount': 8};Document whats required to activate popover / modal dialog;2011-08-22T07:14:08Z;2011-09-02T22:19:04Z
50;MDU6SXNzdWUxNDU1NjM3;{'totalCount': 7};How to combine form elements in modal dialog?;2011-08-22T07:24:37Z;2011-09-02T22:19:37Z
52;MDU6SXNzdWUxNDU2ODA0;{'totalCount': 6};Add a default style for .btn with harmful actions;2011-08-22T10:23:20Z;2011-08-23T07:01:51Z
53;MDU6SXNzdWUxNDU2OTgx;{'totalCount': 14};White on yellow error message is close to unreadable;2011-08-22T11:01:11Z;2011-08-26T06:05:48Z
54;MDU6SXNzdWUxNDU2OTg3;{'totalCount': 6};Inability to distinguish between error messages, if colourblind etc;2011-08-22T11:02:42Z;2011-08-22T19:47:33Z
56;MDU6SXNzdWUxNDU4MTM0;{'totalCount': 13};Alternative approach to the grid (less code and IE6 support);2011-08-22T14:22:18Z;2011-08-25T23:36:54Z
57;MDU6SXNzdWUxNDU4OTM1;{'totalCount': 1};Add :focus and :active;2011-08-22T15:57:36Z;2011-09-09T06:29:34Z
60;MDU6SXNzdWUxNDYwOTA4;{'totalCount': 1};Add Margin/Padding styles to the 940px grid;2011-08-22T20:34:55Z;2011-08-22T20:57:29Z
61;MDU6SXNzdWUxNDYyNjEz;{'totalCount': 4};Dropdown menu support within tabs;2011-08-23T00:39:25Z;2011-09-02T22:21:18Z
62;MDU6SXNzdWUxNDYzMDU4;{'totalCount': 1};b/i element text incorrect;2011-08-23T02:32:58Z;2011-08-26T06:10:05Z
63;MDU6SXNzdWUxNDYzMDc1;{'totalCount': 2};address example suggestion;2011-08-23T02:39:34Z;2011-09-03T06:34:46Z
64;MDU6SXNzdWUxNDY1Njgx;{'totalCount': 3};Form Layout which are not Forms;2011-08-23T11:34:58Z;2011-09-02T08:06:01Z
65;MDU6SXNzdWUxNDY2MzIz;{'totalCount': 9};Grid not showing correctly in ie 9;2011-08-23T13:33:03Z;2011-10-22T18:16:01Z
66;MDU6SXNzdWUxNDY2MzUw;{'totalCount': 3};can't use a form inside a popover;2011-08-23T13:37:02Z;2011-10-10T04:05:20Z
67;MDU6SXNzdWUxNDY3NTM5;{'totalCount': 2};"Too low contrast for class=""alert-message warning""";2011-08-23T15:58:27Z;2011-08-23T17:27:51Z
68;MDU6SXNzdWUxNDY4MTAx;{'totalCount': 2};Dropdown in Topbar;2011-08-23T17:14:08Z;2011-08-23T17:28:59Z
72;MDU6SXNzdWUxNDcxMzM2;{'totalCount': 3};topbar spacing;2011-08-24T01:55:05Z;2011-09-02T07:59:52Z
73;MDU6SXNzdWUxNDcyNTU2;{'totalCount': 6};UL/LI style in alert message;2011-08-24T08:00:23Z;2011-09-03T06:27:43Z
74;MDU6SXNzdWUxNDczMDU2;{'totalCount': 6};select input box looks inactive;2011-08-24T09:29:21Z;2011-09-03T06:25:19Z
75;MDU6SXNzdWUxNDczMDkx;{'totalCount': 21};Dropdown menu inside of floating topbar;2011-08-24T09:36:39Z;2011-09-02T08:04:15Z
76;MDU6SXNzdWUxNDczMTYw;{'totalCount': 5};ie6 support ;2011-08-24T09:46:27Z;2011-08-24T10:33:11Z
77;MDU6SXNzdWUxNDczMjIx;{'totalCount': 3};The hotlink is not valid XHTML;2011-08-24T09:58:16Z;2011-08-25T23:24:37Z
78;MDU6SXNzdWUxNDc2NTUy;{'totalCount': 5};Using .form-stacked appears to break ability to use multi-column forms;2011-08-24T18:16:12Z;2011-08-25T19:14:09Z
79;MDU6SXNzdWUxNDc2NTU3;{'totalCount': 5};Topbar on top of text;2011-08-24T18:16:49Z;2011-08-25T23:28:18Z
80;MDU6SXNzdWUxNDc2OTUw;{'totalCount': 3};.common-table class?;2011-08-24T18:58:05Z;2011-08-25T22:52:34Z
81;MDU6SXNzdWUxNDc3MTQ4;{'totalCount': 7};toggle buttons;2011-08-24T19:24:51Z;2011-11-01T06:51:06Z
82;MDU6SXNzdWUxNDc3MzE5;{'totalCount': 2};Legend in Mozilla not correctly aligned;2011-08-24T19:50:59Z;2011-09-09T07:02:38Z
83;MDU6SXNzdWUxNDc5MTU2;{'totalCount': 3};aside tag for .sidebar?;2011-08-25T00:08:16Z;2011-08-26T06:06:52Z
84;MDU6SXNzdWUxNDgyNTgx;{'totalCount': 3};How to work with twipsies?;2011-08-25T13:28:12Z;2011-08-25T18:03:22Z
85;MDU6SXNzdWUxNDg0MTc5;{'totalCount': 1};What is the correct syntax for Tabs?;2011-08-25T16:47:54Z;2011-08-25T18:02:54Z
86;MDU6SXNzdWUxNDg2ODY3;{'totalCount': 0};Add note in Docs about padding required on body for topbar;2011-08-25T23:28:48Z;2011-08-26T06:25:34Z
88;MDU6SXNzdWUxNDg4MDY1;{'totalCount': 3};No focus or error style for Select input element;2011-08-26T02:12:46Z;2011-09-09T07:03:39Z
90;MDU6SXNzdWUxNDkzODcw;{'totalCount': 9};Forcing h3 within topbar is bad practice;2011-08-26T09:48:10Z;2011-09-10T20:23:28Z
92;MDU6SXNzdWUxNDk1Nzg4;{'totalCount': 2};Table inside fieldset breaking style in IE8;2011-08-26T15:11:45Z;2011-09-13T16:11:53Z
93;MDU6SXNzdWUxNDk1OTcy;{'totalCount': 11};Why a 16 column grid instead of a 24 column grid?;2011-08-26T15:38:45Z;2011-09-02T07:37:08Z
95;MDU6SXNzdWUxNDk2NjYx;{'totalCount': 10};Improving Customization;2011-08-26T17:07:56Z;2011-09-13T16:18:12Z
97;MDU6SXNzdWUxNDk4MzAx;{'totalCount': 2};Unnecessary .fill child for .topbar?;2011-08-26T21:25:28Z;2011-08-26T23:15:04Z
98;MDU6SXNzdWUxNDk4NDQ3;{'totalCount': 1};Rename .topbar .fill to topbar .wrapper;2011-08-26T21:54:55Z;2011-09-02T07:06:31Z
99;MDU6SXNzdWUxNDk4NzU3;{'totalCount': 3};Outline none for Firefox;2011-08-26T23:01:10Z;2011-09-02T07:15:32Z
100;MDU6SXNzdWUxNDk4Nzky;{'totalCount': 3};Selector optimization;2011-08-26T23:10:14Z;2011-09-02T22:28:42Z
101;MDU6SXNzdWUxNDk4ODk5;{'totalCount': 2};Disabled button states not contrasting enough;2011-08-26T23:41:52Z;2011-09-02T07:58:23Z
102;MDU6SXNzdWUxNDk5NjU2;{'totalCount': 1};Dropdown menu not being displayed in topbar;2011-08-27T05:04:07Z;2011-08-27T05:26:51Z
103;MDU6SXNzdWUxNDk5ODYx;{'totalCount': 0};tabs break;2011-08-27T07:09:55Z;2011-08-27T08:11:10Z
104;MDU6SXNzdWUxNDk5ODYz;{'totalCount': 7};Tabs don't display properly in fluid layout.;2011-08-27T07:12:07Z;2011-09-03T06:22:02Z
105;MDU6SXNzdWUxNTAwNTQy;{'totalCount': 1};repetition of declaration in css;2011-08-27T13:35:17Z;2011-08-27T22:33:24Z
108;MDU6SXNzdWUxNTAwOTM4;{'totalCount': 2};form element style without <form> tag;2011-08-27T16:05:41Z;2011-08-29T05:43:32Z
109;MDU6SXNzdWUxNTAxMDk1;{'totalCount': 3};Text input width;2011-08-27T16:59:55Z;2011-09-12T02:48:43Z
110;MDU6SXNzdWUxNTAxNjY3;{'totalCount': 3};Changing @gridColumns does not generate spanX elements for columns;2011-08-27T19:50:49Z;2011-09-03T05:34:47Z
111;MDU6SXNzdWUxNTAxODQz;{'totalCount': 1};Add .one-third class for columns for a three-column layout;2011-08-27T20:49:40Z;2011-09-02T07:15:49Z
113;MDU6SXNzdWUxNTAyMTU0;{'totalCount': 4};Setup .form-stacked to work on fieldsets;2011-08-27T22:45:05Z;2011-09-03T15:56:08Z
116;MDU6SXNzdWUxNTAzNjE3;{'totalCount': 1};allow non-anchor text in topbar;2011-08-28T13:05:31Z;2011-09-03T06:10:35Z
117;MDU6SXNzdWUxNTAzODA0;{'totalCount': 1};sidebar doesn't work with tabs in content div;2011-08-28T14:21:17Z;2011-09-03T06:01:58Z
118;MDU6SXNzdWUxNTA4Mzg0;{'totalCount': 5};Dropdown menu not working in Konqueror;2011-08-29T11:26:47Z;2011-08-31T01:29:07Z
119;MDU6SXNzdWUxNTEwNTYz;{'totalCount': 3};Class 'btn' produce an error on submit (form);2011-08-29T14:50:21Z;2011-08-29T20:02:09Z
123;MDU6SXNzdWUxNTE3Njky;{'totalCount': 0};README spells bump wrong;2011-08-30T09:37:14Z;2011-08-31T01:25:33Z
127;MDU6SXNzdWUxNTIzNjAz;{'totalCount': 2};WISHLIST;2011-08-30T19:29:40Z;2011-08-30T20:12:18Z
128;MDU6SXNzdWUxNTI3NDkw;{'totalCount': 2};class secondary referenced, but not defined in css/less;2011-08-31T02:39:33Z;2011-09-01T00:24:32Z
129;MDU6SXNzdWUxNTI3NjUz;{'totalCount': 4};Nonsense characters appear in Android Froyo web browser;2011-08-31T03:27:31Z;2011-08-31T04:09:57Z
130;MDU6SXNzdWUxNTMxMzQ1;{'totalCount': 1};.container has conflicts;2011-08-31T11:22:59Z;2011-09-03T05:20:29Z
133;MDU6SXNzdWUxNTM3NjUx;{'totalCount': 2};Inner Grid System;2011-09-01T02:31:36Z;2011-09-01T02:37:45Z
135;MDU6SXNzdWUxNTQwMjg0;{'totalCount': 1};Center navigation items;2011-09-01T12:25:13Z;2011-09-01T17:56:15Z
136;MDU6SXNzdWUxNTQ3MTU2;{'totalCount': 2};Fluid layout doesn't play nice with popovers.;2011-09-02T00:02:53Z;2011-09-02T17:59:47Z
137;MDU6SXNzdWUxNTQ4NTg1;{'totalCount': 8};Harcoded Font Sizes;2011-09-02T06:37:22Z;2011-09-09T06:51:13Z
139;MDU6SXNzdWUxNTUyNzg1;{'totalCount': 1};topbar input width style;2011-09-02T16:05:51Z;2011-09-02T16:35:31Z
140;MDU6SXNzdWUxNTUzNTc4;{'totalCount': 1};Missing .disabled for <textarea>;2011-09-02T17:34:36Z;2011-09-03T04:54:30Z
142;MDU6SXNzdWUxNTUzNzIy;{'totalCount': 1};Make width of .container dependent on @siteWidth;2011-09-02T17:54:24Z;2011-09-03T04:00:28Z
143;MDU6SXNzdWUxNTU1NTgw;{'totalCount': 3};Center align helper improvement;2011-09-02T22:02:45Z;2011-09-03T03:58:00Z
145;MDU6SXNzdWUxNTU3MTQ1;{'totalCount': 3};1.2.0 seems to be released but no 1.2.0 package downloadable;2011-09-03T07:22:20Z;2011-09-03T07:28:56Z
146;MDU6SXNzdWUxNTU3MzMw;{'totalCount': 2};Changelog, please?;2011-09-03T08:43:10Z;2011-09-03T08:46:54Z
147;MDU6SXNzdWUxNTU4MDA5;{'totalCount': 1};Using 'input-append' causes enclosing 'input' div to collapse;2011-09-03T13:35:21Z;2011-09-12T04:36:11Z
148;MDU6SXNzdWUxNTU4MDEx;{'totalCount': 1};Topbar and navigation .active selectors should be more selective;2011-09-03T13:35:25Z;2011-09-12T04:33:57Z
151;MDU6SXNzdWUxNTU5NjA5;{'totalCount': 1};.actions in form;2011-09-03T21:45:09Z;2011-09-04T06:07:22Z
152;MDU6SXNzdWUxNTYwMTAx;{'totalCount': 1};topbar doesn't float on iPad;2011-09-04T01:46:01Z;2011-09-04T06:03:29Z
153;MDU6SXNzdWUxNTYwMzE3;{'totalCount': 2};IE Gradient;2011-09-04T03:52:50Z;2011-09-04T06:04:39Z
154;MDU6SXNzdWUxNTYxNzMw;{'totalCount': 4};Button gradients;2011-09-04T14:54:15Z;2011-09-04T18:31:56Z
155;MDU6SXNzdWUxNTYzNDI4;{'totalCount': 3};Vertical Scroll Bar Always Visible;2011-09-04T20:25:12Z;2011-09-08T00:24:02Z
156;MDU6SXNzdWUxNTYzOTU1;{'totalCount': 31};Twitter Bootstrap is incompatible with jQuery UI styles;2011-09-04T23:04:23Z;2011-09-13T16:43:13Z
158;MDU6SXNzdWUxNTY3MjA0;{'totalCount': 2};Dropdown height in IE7 different;2011-09-05T12:50:54Z;2011-09-12T01:11:02Z
159;MDU6SXNzdWUxNTcwMTI1;{'totalCount': 5};Topbar Dropdown Alignment off;2011-09-05T15:44:35Z;2011-09-12T03:23:44Z
160;MDU6SXNzdWUxNTczMDk1;{'totalCount': 8};sub-menu on navigation toolbar;2011-09-05T20:08:45Z;2011-09-12T20:24:09Z
161;MDU6SXNzdWUxNTczOTMy;{'totalCount': 1};active subelements on dropdown;2011-09-05T23:02:36Z;2011-09-08T00:12:22Z
162;MDU6SXNzdWUxNTc1NDYw;{'totalCount': 4};bootstrap navigation topbar not work;2011-09-06T06:21:13Z;2011-09-06T06:29:15Z
164;MDU6SXNzdWUxNTc2NTE5;{'totalCount': 2};Chrome: Flickering on page change;2011-09-06T10:08:34Z;2011-09-07T06:56:24Z
167;MDU6SXNzdWUxNTg1MzEw;{'totalCount': 1};Getting dropdowns to work;2011-09-06T23:53:35Z;2011-09-07T00:06:59Z
168;MDU6SXNzdWUxNTg2ODk4;{'totalCount': 7};Build system reports success although there is an error;2011-09-07T06:42:37Z;2011-09-12T21:30:01Z
169;MDU6SXNzdWUxNTg3NjI0;{'totalCount': 2};Close symbol is interfering with drop down menu;2011-09-07T09:14:36Z;2011-09-09T06:09:09Z
170;MDU6SXNzdWUxNTg4NTY4;{'totalCount': 9};Input elements too short;2011-09-07T11:38:29Z;2011-09-08T18:38:50Z
171;MDU6SXNzdWUxNTkxODg4;{'totalCount': 12};Styles are applied in a too general fashion;2011-09-07T18:12:45Z;2011-10-20T06:54:58Z
172;MDU6SXNzdWUxNTkzNjY4;{'totalCount': 1};Unify appearance of close handle in .modal and .alert-message;2011-09-07T21:49:04Z;2011-09-09T06:06:30Z
174;MDU6SXNzdWUxNTk4MDkw;{'totalCount': 2};Breadcrumb;2011-09-08T13:06:49Z;2011-09-08T16:44:21Z
175;MDU6SXNzdWUxNjAwMzY1;{'totalCount': 32};RTL Support;2011-09-08T17:14:24Z;2012-01-22T06:23:25Z
176;MDU6SXNzdWUxNjAyMzA3;{'totalCount': 3};files organisation/modularity;2011-09-08T20:56:40Z;2011-09-12T20:21:02Z
177;MDU6SXNzdWUxNjAyNjg3;{'totalCount': 1};Add outline to button like elements when they are focused;2011-09-08T21:37:36Z;2011-09-09T06:27:06Z
178;MDU6SXNzdWUxNjA0OTM0;{'totalCount': 3};Navigation bar covers content in example hero.html when hero unit is removed;2011-09-09T04:04:39Z;2011-09-09T05:42:03Z
180;MDU6SXNzdWUxNjA1NzM1;{'totalCount': 1};Tabs Dropdown;2011-09-09T07:35:05Z;2011-09-09T21:39:07Z
181;MDU6SXNzdWUxNjA3NjQy;{'totalCount': 1};Fix order of buttons in .modal-footer to match html markup;2011-09-09T13:47:04Z;2011-09-13T16:41:42Z
182;MDU6SXNzdWUxNjA4MTQ0;{'totalCount': 1};Sidebar in fluid layout pushes text in content div below sidebar content;2011-09-09T14:44:24Z;2011-09-16T16:52:07Z
184;MDU6SXNzdWUxNjA4OTA4;{'totalCount': 5};Nested Grid?;2011-09-09T15:53:40Z;2011-09-09T17:04:58Z
185;MDU6SXNzdWUxNjA5NTcz;{'totalCount': 4};Add percent-based grid;2011-09-09T17:22:16Z;2011-09-10T09:29:16Z
186;MDU6SXNzdWUxNjA5NTg2;{'totalCount': 2};Add version number badge to homepage;2011-09-09T17:23:45Z;2011-09-09T23:01:05Z
188;MDU6SXNzdWUxNjEzMDkx;{'totalCount': 1};Add favicon and iOS touch icons;2011-09-10T04:40:18Z;2011-09-13T16:36:56Z
189;MDU6SXNzdWUxNjEzNTA1;{'totalCount': 2};Form styles are dependent on markup;2011-09-10T08:14:57Z;2011-09-10T20:02:57Z
190;MDU6SXNzdWUxNjE1MzYw;{'totalCount': 9};Remove dotted lines on links and buttons in Firefox 5 and IE 8;2011-09-10T19:26:04Z;2011-09-13T16:07:37Z
191;MDU6SXNzdWUxNjE2OTIy;{'totalCount': 2};topbar <li> elements require <a> tags or will not format;2011-09-11T06:16:17Z;2011-09-12T04:24:05Z
193;MDU6SXNzdWUxNjIwMzY0;{'totalCount': 5};When linking to an internal anchor, top bit hidden underneath header;2011-09-12T00:46:24Z;2011-09-12T02:50:03Z
195;MDU6SXNzdWUxNjIxNzg3;{'totalCount': 2};Bootstrap can't be built with the less ruby gem;2011-09-12T07:58:50Z;2011-09-12T18:20:39Z
198;MDU6SXNzdWUxNjI1MDQ1;{'totalCount': 2};container-fluid inside topbar causes extra-height on ie;2011-09-12T15:51:35Z;2011-09-12T16:29:59Z
199;MDU6SXNzdWUxNjI4NTMw;{'totalCount': 3};Topbar not performing as per example;2011-09-12T22:12:41Z;2011-09-12T22:21:09Z
201;MDU6SXNzdWUxNjI4Nzgx;{'totalCount': 9};"<a class=""btn""> links don't render properly in the topbar";2011-09-12T22:45:56Z;2011-09-13T02:31:56Z
202;MDU6SXNzdWUxNjI5ODcy;{'totalCount': 17};Validator Plugin for Bootstrap;2011-09-13T02:31:26Z;2011-09-13T02:56:54Z
203;MDU6SXNzdWUxNjMwNDMw;{'totalCount': 3};Tabs - History;2011-09-13T05:16:04Z;2011-09-14T19:02:51Z
204;MDU6SXNzdWUxNjM4MjE4;{'totalCount': 2};tab-content div overlaps ul - pre makes everything go grey;2011-09-13T21:19:49Z;2011-09-13T21:53:26Z
205;MDU6SXNzdWUxNjM4NjEx;{'totalCount': 4};Suggested Spilt of files;2011-09-13T22:04:05Z;2011-09-16T17:20:52Z
206;MDU6SXNzdWUxNjM4NjY3;{'totalCount': 2};class naming inconsistencies;2011-09-13T22:10:11Z;2011-09-14T01:26:59Z
209;MDU6SXNzdWUxNjQzMDEx;{'totalCount': 1};select multiple does not render properly;2011-09-14T12:25:04Z;2011-09-14T15:58:40Z
211;MDU6SXNzdWUxNjQzMTgw;{'totalCount': 8};Take version out of script filename;2011-09-14T12:49:50Z;2011-09-16T16:02:11Z
213;MDU6SXNzdWUxNjQ3NjYy;{'totalCount': 1};dropdown selectors too general;2011-09-14T21:15:49Z;2011-09-14T21:35:57Z
214;MDU6SXNzdWUxNjUxMzcw;{'totalCount': 7};Tabs without an active tab are jittery;2011-09-15T09:26:27Z;2011-09-16T17:18:17Z
215;MDU6SXNzdWUxNjUzNDU5;{'totalCount': 1};.close modifies btn style in .modal-footer in v1.3;2011-09-15T14:36:00Z;2011-09-15T16:05:30Z
216;MDU6SXNzdWUxNjU2Njgy;{'totalCount': 4};Add CC BY license to documentation;2011-09-15T20:39:04Z;2011-09-16T17:38:36Z
217;MDU6SXNzdWUxNjU2ODc0;{'totalCount': 7};"""outline: none"" is hard to undo";2011-09-15T21:01:01Z;2011-09-15T22:11:23Z
218;MDU6SXNzdWUxNjYxNzIw;{'totalCount': 1};Issue with disable link for .actions .btn scenario;2011-09-16T12:20:50Z;2011-09-16T16:53:10Z
220;MDU6SXNzdWUxNjY1NTQw;{'totalCount': 1};Fluid layout example issue;2011-09-16T20:43:51Z;2011-09-16T21:17:36Z
221;MDU6SXNzdWUxNjY1NTYy;{'totalCount': 3};Multiple select list on chromium unreadable;2011-09-16T20:46:47Z;2011-10-04T08:14:59Z
222;MDU6SXNzdWUxNjY1NTk5;{'totalCount': 5};menu/navigation for sidebars?;2011-09-16T20:52:05Z;2011-10-12T04:48:20Z
224;MDU6SXNzdWUxNjY2ODQw;{'totalCount': 2};documentation errors;2011-09-16T23:23:38Z;2011-09-18T04:39:50Z
225;MDU6SXNzdWUxNjY3NDcz;{'totalCount': 1};form input and select are not same width w/same class;2011-09-17T02:14:57Z;2011-10-08T07:27:25Z
226;MDU6SXNzdWUxNjY3NzI0;{'totalCount': 4};Segmented Topbar Dropdown Items;2011-09-17T04:11:28Z;2011-11-12T09:22:50Z
227;MDU6SXNzdWUxNjY3OTc2;{'totalCount': 9};thumbnail labels?;2011-09-17T06:25:47Z;2011-12-19T17:37:21Z
228;MDU6SXNzdWUxNjY5NDMz;{'totalCount': 1};Modal-Button: If clicked the page jumps to top of the page;2011-09-17T15:47:13Z;2011-09-17T20:33:44Z
229;MDU6SXNzdWUxNjcwMDE5;{'totalCount': 5};Image input field has wrong css;2011-09-17T18:29:30Z;2011-10-08T08:33:05Z
232;MDU6SXNzdWUxNjcwODUx;{'totalCount': 2};Labels should not wrap on whitespace;2011-09-17T22:03:10Z;2011-10-04T07:58:23Z
234;MDU6SXNzdWUxNjcxMzI4;{'totalCount': 1};Opera: Topbar Inputs Placeholder not readable;2011-09-18T01:25:14Z;2011-10-10T01:06:44Z
235;MDU6SXNzdWUxNjcxNDQ5;{'totalCount': 24};Support for fluid grid system.;2011-09-18T02:33:00Z;2011-11-01T06:39:00Z
238;MDU6SXNzdWUxNjcyNDEw;{'totalCount': 33};lessc compiler returns empty file;2011-09-18T11:52:00Z;2011-09-18T22:22:03Z
239;MDU6SXNzdWUxNjcyNzUz;{'totalCount': 2};adding html to popover;2011-09-18T14:01:29Z;2011-09-18T20:43:34Z
240;MDU6SXNzdWUxNjcyNzY0;{'totalCount': 26}; In some cases bootstrap-modal does not work;2011-09-18T14:04:26Z;2011-11-01T05:46:17Z
242;MDU6SXNzdWUxNjcyOTg4;{'totalCount': 1};Mixins.less not compiling;2011-09-18T15:15:10Z;2011-09-18T15:55:31Z
243;MDU6SXNzdWUxNjczNjc5;{'totalCount': 4};ul.tabs + div.well glitch;2011-09-18T18:51:46Z;2011-09-26T19:08:47Z
244;MDU6SXNzdWUxNjczNzI0;{'totalCount': 1};Add border-radius to table head;2011-09-18T19:09:26Z;2011-10-08T07:19:30Z
245;MDU6SXNzdWUxNjczNzM0;{'totalCount': 13};Create build environment for Windows;2011-09-18T19:14:16Z;2011-09-29T18:21:25Z
246;MDU6SXNzdWUxNjc0Mjkx;{'totalCount': 11};Input height low ;2011-09-18T21:25:46Z;2011-09-18T21:55:45Z
247;MDU6SXNzdWUxNjc1MTky;{'totalCount': 6};modal does not work in Firefox 6.0.2 on Mac;2011-09-19T02:19:59Z;2011-10-04T18:19:53Z
248;MDU6SXNzdWUxNjc2OTI1;{'totalCount': 6};"Make js files ""packager friendly""";2011-09-19T09:40:28Z;2011-09-20T02:39:17Z
250;MDU6SXNzdWUxNjc3MjUw;{'totalCount': 14};form in dropdown;2011-09-19T10:30:16Z;2011-10-10T01:13:19Z
252;MDU6SXNzdWUxNjc4MDM3;{'totalCount': 32};Modal works once but afterwards closes immediately every time opened;2011-09-19T12:56:17Z;2011-09-19T19:27:10Z
253;MDU6SXNzdWUxNjc4MDYx;{'totalCount': 13};Can modals open external pages?;2011-09-19T12:59:59Z;2011-09-19T18:28:09Z
