number;id;comments;title;createdAt;closedAt
99;MDU6SXNzdWUxNTQ5NTkxNjI=;{'totalCount': 2};SyntaxNet : missing variables in parser_trainer_test.sh;2016-05-16T04:36:27Z;2016-05-16T22:07:59Z
100;MDU6SXNzdWUxNTUwMDUyODU=;{'totalCount': 3};batch-norm of inception v3 on multi GPU;2016-05-16T10:49:04Z;2016-05-16T15:24:26Z
101;MDU6SXNzdWUxNTUwMzM5Njk=;{'totalCount': 2};Performance of Tensorflow distributed training  is not enough;2016-05-16T13:53:48Z;2016-05-16T15:15:04Z
102;MDU6SXNzdWUxNTUwNDY3OTg=;{'totalCount': 5};loading pretrained word embeddings;2016-05-16T14:54:36Z;2016-05-21T11:35:41Z
103;MDU6SXNzdWUxNTUwODc3MjU=;{'totalCount': 5};"bazel test syntaxnet/... util/utf8/... fails invalid literal for int(): ""2b"".";2016-05-16T18:16:25Z;2016-05-21T11:41:51Z
104;MDU6SXNzdWUxNTUxMDMxMDM=;{'totalCount': 1};Can this be used for sentiment analysis? ;2016-05-16T19:31:42Z;2016-05-21T11:22:55Z
106;MDU6SXNzdWUxNTUxNDgxNDA=;{'totalCount': 1};bazel test error on Mac osX - undeclared identifier 'PyArray_SHAPE';2016-05-16T23:53:26Z;2016-05-17T17:01:22Z
107;MDU6SXNzdWUxNTUxNTk3MTc=;{'totalCount': 13};after build reader_ops_test error;2016-05-17T01:46:47Z;2016-06-22T15:20:24Z
110;MDU6SXNzdWUxNTUxNzM2NjI=;{'totalCount': 8};It is not compatible with Python3;2016-05-17T04:16:02Z;2016-05-21T11:39:57Z
111;MDU6SXNzdWUxNTUxODIyNDI=;{'totalCount': 4};Single line POS Tagged output like Apache OpenNLP?;2016-05-17T05:53:15Z;2016-05-21T11:35:28Z
112;MDU6SXNzdWUxNTUyMDg1ODY=;{'totalCount': 3};_pywrap_tensorflow.so: undefined symbol: PyUnicode_AsUTF8String;2016-05-17T08:58:58Z;2016-05-21T11:39:14Z
114;MDU6SXNzdWUxNTUyMjE2ODc=;{'totalCount': 3};Bazel version 0.2.2b causes test error;2016-05-17T10:03:18Z;2016-05-17T19:53:12Z
116;MDU6SXNzdWUxNTUzMTc1Njc=;{'totalCount': 2};Invalid path to CUDA  toolkit.;2016-05-17T17:34:01Z;2016-05-17T23:34:34Z
118;MDU6SXNzdWUxNTUzNzc3NjE=;{'totalCount': 3};Check failed: category == it->second (PRON vs. ADV)POS tag cannot be mapped to multiple coarse POS tags. '' is mapped to: 'PRON' and 'ADV';2016-05-17T22:30:59Z;2016-05-19T14:26:37Z
119;MDU6SXNzdWUxNTUzODY2OTU=;{'totalCount': 3};Final Result of Inception-V3;2016-05-17T23:37:57Z;2016-08-15T23:29:34Z
120;MDU6SXNzdWUxNTU0NDE3MDQ=;{'totalCount': 1};Centos;2016-05-18T08:16:13Z;2016-05-24T12:42:38Z
121;MDU6SXNzdWUxNTU0NzMxNjc=;{'totalCount': 3};No such file or directory;2016-05-18T10:59:07Z;2016-05-21T11:37:12Z
122;MDU6SXNzdWUxNTU1MDY4NzE=;{'totalCount': 3};"File ""/usr/lib/python2.7/posixpath.py"", line 77, in join elif path == '' or path.endswith('/'): AttributeError: 'NoneType' object has no attribute 'endswith'";2016-05-18T13:52:11Z;2016-05-21T11:45:00Z
125;MDU6SXNzdWUxNTU1Njc2ODk=;{'totalCount': 2};error when building syntaxnet dockerfile;2016-05-18T18:15:54Z;2016-05-18T19:06:31Z
126;MDU6SXNzdWUxNTU2MDU4NTQ=;{'totalCount': 1};Fail to train SyntaxNet on some Penn Treebank trees;2016-05-18T21:28:32Z;2016-05-19T02:12:11Z
127;MDU6SXNzdWUxNTU2Mjg5NzA=;{'totalCount': 14};Trouble building swivel/fastprep.cc on Mac?;2016-05-19T00:11:45Z;2017-02-13T15:47:50Z
128;MDU6SXNzdWUxNTU3MjUyNDE=;{'totalCount': 7};MacOS - error running bazel build //scripts:bazel-complete.bash;2016-05-19T12:30:54Z;2016-06-08T14:01:40Z
129;MDU6SXNzdWUxNTU3Njg4ODQ=;{'totalCount': 4};ERROR: C++ compilation of rule '@grpc//:grpc_unsecure' failed: gcc failed: error executing command;2016-05-19T15:40:22Z;2016-05-19T18:26:19Z
130;MDU6SXNzdWUxNTU4MDIwMjY=;{'totalCount': 25};ERROR: C++ compilation of rule '@tf//tensorflow/core/kernels:tensor_array_ops' failed;2016-05-19T18:19:35Z;2016-06-22T18:53:36Z
131;MDU6SXNzdWUxNTU4NTU4NzY=;{'totalCount': 7};cannot build Syntaxnet by Bazel;2016-05-19T23:13:36Z;2016-08-26T15:31:51Z
132;MDU6SXNzdWUxNTU4NjgyNDA=;{'totalCount': 3};"SyntaxNet : echo ""i am human"" | syntaxnet/demo.sh";2016-05-20T01:11:46Z;2016-05-21T11:27:07Z
133;MDU6SXNzdWUxNTU4OTMzMDE=;{'totalCount': 2};Fail to run echo text | demo.sh (error no such file);2016-05-20T06:04:48Z;2016-05-21T04:56:31Z
134;MDU6SXNzdWUxNTU5NjM1NDk=;{'totalCount': 1};SyntaxNet, meets problems when training a new parser;2016-05-20T13:30:10Z;2016-05-21T01:31:26Z
135;MDU6SXNzdWUxNTU5NjM5NTc=;{'totalCount': 3};Mac OS-X syntaxnet build error;2016-05-20T13:32:05Z;2016-07-25T20:56:44Z
136;MDU6SXNzdWUxNTYwMDg3ODE=;{'totalCount': 1};How to train parser w/ treebank data (MacOS);2016-05-20T17:06:00Z;2016-05-21T11:34:07Z
137;MDU6SXNzdWUxNTYwMzA2NTE=;{'totalCount': 12};Problem running Parsey with data in a file;2016-05-20T19:06:32Z;2016-05-23T14:23:24Z
139;MDU6SXNzdWUxNTYwNzk3NjY=;{'totalCount': 1};models/syntaxnet bazel build error: /libnss3.so does not exist;2016-05-21T02:44:20Z;2016-05-21T07:41:49Z
140;MDU6SXNzdWUxNTYwODIyOTI=;{'totalCount': 4};Train SyntaxNet model;2016-05-21T04:02:15Z;2016-05-21T11:34:58Z
141;MDU6SXNzdWUxNTYxMjE0NzA=;{'totalCount': 3};Best way to POS label an entire text document?;2016-05-21T21:00:38Z;2016-05-22T16:27:02Z
142;MDU6SXNzdWUxNTYxODI5NTA=;{'totalCount': 6};Cannot run the demo.sh file as parser_eval and conll2tree are missing;2016-05-23T00:48:07Z;2016-05-24T12:42:32Z
143;MDU6SXNzdWUxNTYyNTIwMDQ=;{'totalCount': 8};libcudart.so.7.5: cannot open shared object file;2016-05-23T10:46:47Z;2016-06-10T15:59:55Z
144;MDU6SXNzdWUxNTYzMDE1NDc=;{'totalCount': 2};Differences in parsing between echo and directories of files;2016-05-23T15:15:46Z;2016-05-26T13:55:13Z
145;MDU6SXNzdWUxNTYzMDcyODI=;{'totalCount': 5};error: use of undeclared identifier 'PyArray_SHAPE';2016-05-23T15:59:30Z;2016-07-25T21:01:06Z
146;MDU6SXNzdWUxNTYzODA5ODI=;{'totalCount': 1};Following instructions on OS X throws an error I don't quite understand;2016-05-23T22:28:54Z;2016-05-23T22:41:13Z
148;MDU6SXNzdWUxNTY1ODI3MTQ=;{'totalCount': 5};Importing syntaxnet from Python;2016-05-24T18:53:38Z;2016-06-02T15:06:59Z
149;MDU6SXNzdWUxNTY2MzgzMjQ=;{'totalCount': 4};is possible to only show words with tags. #SyntaxNet#;2016-05-25T00:25:14Z;2016-05-25T13:07:09Z
153;MDU6SXNzdWUxNTY4NjAwNTY=;{'totalCount': 2};ImportError: No module named _pywrap_tensorflow;2016-05-25T21:59:25Z;2016-06-02T15:06:36Z
156;MDU6SXNzdWUxNTcwNDM2MjQ=;{'totalCount': 2};Can anyone give a example of adding additional output formats to python code ? #SyntaxNet#;2016-05-26T18:04:00Z;2016-06-22T15:21:48Z
157;MDU6SXNzdWUxNTcwODI0MzI=;{'totalCount': 4};Can you output asciitree format when reading from and outputting to a file?;2016-05-26T21:23:24Z;2016-06-02T15:08:01Z
159;MDU6SXNzdWUxNTcxNjk4NDE=;{'totalCount': 2};SyntaxNet : modified brain_parser_features yield segmentation fault;2016-05-27T09:48:57Z;2016-05-27T13:12:30Z
160;MDU6SXNzdWUxNTcyNTA3MDk=;{'totalCount': 4};How to get parsey mcparseface tree output programatically;2016-05-27T17:07:18Z;2016-06-02T15:07:15Z
161;MDU6SXNzdWUxNTczOTE4NzU=;{'totalCount': 2};Building and testing SyntaxNet on Ubuntu 16.04 question;2016-05-29T15:40:51Z;2016-05-29T21:18:08Z
162;MDU6SXNzdWUxNTc0MTUxNzI=;{'totalCount': 7};Python.h not found when building syntaxnet;2016-05-30T00:53:34Z;2016-06-06T14:25:08Z
163;MDU6SXNzdWUxNTc1ODQ5ODE=;{'totalCount': 2};Which dependencies standard is used by the pre-trained syntaxnet model?;2016-05-31T03:52:28Z;2016-05-31T12:41:17Z
166;MDU6SXNzdWUxNTc3NzAyMjM=;{'totalCount': 1};Problem with spatial transform network: got 'nan' loss in the mnist example;2016-05-31T21:03:46Z;2016-06-23T02:37:19Z
167;MDU6SXNzdWUxNTc4NTQ4OTA=;{'totalCount': 8};Error in reading full conll line or incorrect sentence batching #Syntaxnet;2016-06-01T08:53:02Z;2016-08-26T16:11:49Z
168;MDU6SXNzdWUxNTc5MTcyNDE=;{'totalCount': 1};TypeError: variable_op_scope() got an unexpected keyword argument 'reuse' while re-training inception-v3 for flower;2016-06-01T14:13:11Z;2016-07-17T14:27:51Z
169;MDU6SXNzdWUxNTc5NzczMTA=;{'totalCount': 2};training SyntaxNet from parser_trainer_test.sh (ImportError: cannot import name tf_logging);2016-06-01T18:36:52Z;2016-06-02T15:07:25Z
170;MDU6SXNzdWUxNTgwMzAwODI=;{'totalCount': 10};Periodic sustained massive slowdown in inception training;2016-06-01T23:33:37Z;2016-08-15T23:57:01Z
171;MDU6SXNzdWUxNTgxMzQ5NzM=;{'totalCount': 2};Trying to train SyntaxNet POS-tagger on russian corpus: label-map file not found;2016-06-02T13:00:53Z;2016-06-02T15:07:45Z
172;MDU6SXNzdWUxNTgxNTk3Nzk=;{'totalCount': 1};Preprocessing with the Tagger;2016-06-02T14:48:00Z;2016-06-02T17:35:17Z
173;MDU6SXNzdWUxNTgxODUxMjQ=;{'totalCount': 16};SyntaxNet fails with CUDA out of memory;2016-06-02T16:33:38Z;2016-08-26T15:26:31Z
174;MDU6SXNzdWUxNTgxOTE4OTY=;{'totalCount': 4};Neural GPU documentation could be updated?;2016-06-02T17:06:45Z;2016-06-08T00:52:29Z
175;MDU6SXNzdWUxNTgyMDgyNzQ=;{'totalCount': 11};Part-of-Speech Tagging;2016-06-02T18:28:16Z;2016-06-07T13:15:13Z
176;MDU6SXNzdWUxNTgzNDc0MDc=;{'totalCount': 2};ValueError: Shape (?, ?) must have rank 1;2016-06-03T11:31:24Z;2016-08-15T23:51:49Z
177;MDU6SXNzdWUxNTg1MTM1ODQ=;{'totalCount': 6};Build Syntaxnet: 11 passed, 1 test failed.;2016-06-04T17:01:03Z;2016-06-05T01:46:11Z
178;MDU6SXNzdWUxNTg1MjExMzg=;{'totalCount': 5};Syntaxnet - Spanish test;2016-06-04T19:55:49Z;2016-06-22T15:23:14Z
179;MDU6SXNzdWUxNTg1NjA1ODc=;{'totalCount': 9};"Syntaxnet: Error running ""bazel test syntaxnet/... util/utf8/..."" on ubuntu";2016-06-05T15:49:57Z;2017-02-06T22:40:43Z
180;MDU6SXNzdWUxNTg2MjI1NTE=;{'totalCount': 2};syntaxnet test ERRO;2016-06-06T08:13:55Z;2016-06-28T14:09:14Z
182;MDU6SXNzdWUxNTg2NTYxNzk=;{'totalCount': 4};bazel test syntaxnet/... util/utf8/... erro;2016-06-06T11:28:11Z;2016-06-22T16:21:08Z
183;MDU6SXNzdWUxNTg3Mzg0OTU=;{'totalCount': 7};Syntaxnet - TensorFlow 0.9;2016-06-06T18:05:28Z;2016-06-22T16:24:34Z
184;MDU6SXNzdWUxNTg3NTY2NTE=;{'totalCount': 2};Annotate a corpus Syntaxnet;2016-06-06T19:36:31Z;2016-06-07T13:41:08Z
185;MDU6SXNzdWUxNTg5MzEzMDQ=;{'totalCount': 3};Understanding annotations- Syntaxnet;2016-06-07T14:03:23Z;2016-06-22T15:14:16Z
186;MDU6SXNzdWUxNTkwMjY0MjE=;{'totalCount': 6};tf-slim can be standalone module?;2016-06-07T21:15:13Z;2016-08-15T23:41:29Z
187;MDU6SXNzdWUxNTkxODg2Mzg=;{'totalCount': 5};SyntaxNet - error trying to train the POS tagger on a new treebank;2016-06-08T15:09:16Z;2016-06-09T06:04:29Z
188;MDU6SXNzdWUxNTkyMDg4ODc=;{'totalCount': 1};Cannot view events via TensorBoard;2016-06-08T16:20:02Z;2016-06-09T19:13:23Z
190;MDU6SXNzdWUxNTk2NTc0MDE=;{'totalCount': 1};precision @ 1 = 0.0 resulting for Inception - ImageNet model eval;2016-06-10T15:12:10Z;2016-08-16T17:59:39Z
191;MDU6SXNzdWUxNTk2NzQ5Njg=;{'totalCount': 2};bazel test syntaxnet/... util/utf8/...;2016-06-10T16:38:30Z;2016-07-25T21:26:34Z
192;MDU6SXNzdWUxNTk3NzUzODY=;{'totalCount': 2};problem with building syntaxnet (gcc failed: error executing command...);2016-06-11T14:13:40Z;2016-07-25T21:29:00Z
193;MDU6SXNzdWUxNTk4NTg1OTI=;{'totalCount': 10};Spatial transformer implementation may have a bug somewhere;2016-06-13T01:13:17Z;2018-02-07T23:29:26Z
194;MDU6SXNzdWUxNTk5MTk0MDQ=;{'totalCount': 1};Unable to do a Local Pretraining;2016-06-13T10:31:09Z;2016-06-21T08:08:01Z
195;MDU6SXNzdWUxNTk5MzkyMjI=;{'totalCount': 3};How do I specify the number of CPU cores bazel uses?;2016-06-13T12:31:18Z;2016-06-21T20:35:18Z
196;MDU6SXNzdWUxNTk5NDI0MTk=;{'totalCount': 2};syntaxnet bazel test failed;2016-06-13T12:49:05Z;2016-06-22T15:25:15Z
197;MDU6SXNzdWUxNjAwMDQwMDg=;{'totalCount': 2};Build Syntaxnet on CentOS 6.7;2016-06-13T17:32:24Z;2016-06-22T16:52:40Z
202;MDU6SXNzdWUxNjAyNTkzMzk=;{'totalCount': 21};Can't run ImageNet download and preprocess script;2016-06-14T19:05:07Z;2016-08-28T04:54:24Z
203;MDU6SXNzdWUxNjAyNjgxMDk=;{'totalCount': 2};TensorFlow-Slim;2016-06-14T19:49:13Z;2016-06-17T17:26:46Z
205;MDU6SXNzdWUxNjA1MDI2NjY=;{'totalCount': 15};Having to run syntaxnet twice to get both tokenized/POS-tagged file and dependency parsed file;2016-06-15T19:22:12Z;2016-06-21T15:58:42Z
206;MDU6SXNzdWUxNjA1ODQyNjU=;{'totalCount': 2};how to use multiple parameters server under synchronous gradient update;2016-06-16T06:05:40Z;2016-06-27T18:09:33Z
208;MDU6SXNzdWUxNjA1OTA2MTg=;{'totalCount': 6};Syntaxnet hangs for custom (.txt) input file;2016-06-16T06:56:09Z;2016-06-16T15:51:16Z
209;MDU6SXNzdWUxNjA2MDgxMzU=;{'totalCount': 3};inception-v3: bazel inception_train cannot be found after build  ;2016-06-16T08:43:43Z;2016-06-21T20:46:19Z
210;MDU6SXNzdWUxNjA2MjE4MDM=;{'totalCount': 1};How can I use the updated check-points-model to predict images...;2016-06-16T09:50:54Z;2016-06-27T17:26:00Z
211;MDU6SXNzdWUxNjA2MjI3NTQ=;{'totalCount': 1};Syntaxnet: n-best dependency trees;2016-06-16T09:55:44Z;2016-06-22T16:56:42Z
212;MDU6SXNzdWUxNjA3MzM3MDc=;{'totalCount': 3};syntaxnet: UnpackSparseFeatures op has incorrect linkage in BUILD file;2016-06-16T18:53:21Z;2016-07-25T21:50:44Z
213;MDU6SXNzdWUxNjA4MTY4NDk=;{'totalCount': 2};"How to understand the ""markup language to define features"" in context.pbtxt";2016-06-17T05:51:21Z;2016-06-21T20:37:31Z
214;MDU6SXNzdWUxNjA4MjEyMDA=;{'totalCount': 0};Can't resolve training syntaxnet with custom corpora.;2016-06-17T06:34:16Z;2016-06-17T08:38:36Z
215;MDU6SXNzdWUxNjA4Mzg3NTQ=;{'totalCount': 4};Cannot be mapped to multiple coarse POS tags.;2016-06-17T08:38:25Z;2016-06-21T13:08:18Z
216;MDU6SXNzdWUxNjA4NjIyMjc=;{'totalCount': 1};Preprocessing with the Tagger;2016-06-17T10:51:25Z;2016-06-18T20:12:20Z
219;MDU6SXNzdWUxNjA5MzIwMDU=;{'totalCount': 2};SyntaxNet POS Tagger Training : Error = 'NoneType' object has no attribute 'endswith';2016-06-17T17:00:05Z;2016-06-22T14:39:13Z
220;MDU6SXNzdWUxNjA5NDM3OTk=;{'totalCount': 2};Error compiling Tensorflow;2016-06-17T18:05:06Z;2016-07-25T21:56:15Z
221;MDU6SXNzdWUxNjA5OTM1MTE=;{'totalCount': 1};[syntaxnet]Where to download wsj.conll;2016-06-17T23:38:11Z;2016-06-22T15:12:06Z
222;MDU6SXNzdWUxNjA5OTQ4MTQ=;{'totalCount': 0};Getting started with SyntaxNet;2016-06-17T23:52:59Z;2016-06-18T00:32:51Z
223;MDU6SXNzdWUxNjEwNDY2MDg=;{'totalCount': 1};About SyntaxNet: I have already installed tf-0.9, do I need to reinstall it again for syntaxnet?;2016-06-18T22:36:49Z;2016-06-22T16:59:30Z
226;MDU6SXNzdWUxNjEyODA1MzA=;{'totalCount': 4};reading file in syntaxnet;2016-06-20T19:59:37Z;2016-06-22T15:08:13Z
227;MDU6SXNzdWUxNjEzNDExODQ=;{'totalCount': 1};How do I get Constituency trees in Syntaxnet?;2016-06-21T03:17:45Z;2016-06-22T15:06:57Z
228;MDU6SXNzdWUxNjEzNjU5OTA=;{'totalCount': 2};Using Syntaxnet for topic classification;2016-06-21T07:23:39Z;2016-06-22T15:05:37Z
229;MDU6SXNzdWUxNjEzODI0MDg=;{'totalCount': 1};Format error while trying to train a model with Universal Treebanks (English);2016-06-21T08:58:58Z;2016-06-22T14:28:06Z
230;MDU6SXNzdWUxNjE1MjkwOTQ=;{'totalCount': 4};How can I turn off the extra output information (Only keep PoS information) #SyntaxNet#;2016-06-21T20:16:07Z;2016-06-22T15:11:21Z
231;MDU6SXNzdWUxNjE1OTQ1MDc=;{'totalCount': 3};[Inception-Q] Dealing with imbalanced input;2016-06-22T05:01:54Z;2016-06-22T15:39:42Z
233;MDU6SXNzdWUxNjE2MzAxMDA=;{'totalCount': 1};TF-Slim's VGG implementation;2016-06-22T09:10:00Z;2016-06-27T17:15:38Z
