number;id;comments;title;createdAt;closedAt
16;MDU6SXNzdWUxMTU5MjU5MjM=;{'totalCount': 28};iOS Support and Example;2015-11-09T17:30:46Z;2016-06-22T08:15:43Z
17;MDU6SXNzdWUxMTU5MjU5NjQ=;{'totalCount': 180};Windows Support and Documentation;2015-11-09T17:30:58Z;2016-11-29T18:08:28Z
18;MDU6SXNzdWUxMTU5MjYyMDg=;{'totalCount': 79};C# api;2015-11-09T17:32:18Z;2018-02-08T00:06:53Z
19;MDU6SXNzdWUxMTU5MjYzNjI=;{'totalCount': 62};Swift API;2015-11-09T17:33:09Z;2018-04-03T00:29:51Z
20;MDU6SXNzdWUxMTU5Mjc3NjI=;{'totalCount': 54};CUDA 7.5 fails with pip install and docker (Ubuntu 14.04);2015-11-09T17:39:36Z;2016-02-22T21:37:06Z
21;MDU6SXNzdWUxMTU5Mjc5ODc=;{'totalCount': 3};GPU_Base dockerfile image not found;2015-11-09T17:40:51Z;2015-11-10T16:21:35Z
22;MDU6SXNzdWUxMTU5MjgwOTc=;{'totalCount': 541};OpenCL support;2015-11-09T17:41:26Z;
23;MDU6SXNzdWUxMTU5Mjg4MzI=;{'totalCount': 54};Distributed Version;2015-11-09T17:45:29Z;2016-04-15T18:58:38Z
24;MDU6SXNzdWUxMTU5MzI2MDc=;{'totalCount': 6};Problems running the image example (Python 2.7.10, PyEnv, Xubuntu 14.04 64bit);2015-11-09T18:06:21Z;2015-11-13T22:26:33Z
25;MDU6SXNzdWUxMTU5MzgyNDg=;{'totalCount': 101};Cuda 3.0?;2015-11-09T18:40:08Z;2015-12-16T06:56:12Z
26;MDU6SXNzdWUxMTU5MzkwMjE=;{'totalCount': 24};simplify contributing process;2015-11-09T18:44:35Z;2015-12-23T17:34:22Z
27;MDU6SXNzdWUxMTU5NDA5ODQ=;{'totalCount': 4};Warning while creating Session on Mac OS X: can't determine number of CPU cores;2015-11-09T18:55:02Z;2015-11-17T18:15:14Z
28;MDU6SXNzdWUxMTU5NDMzNTc=;{'totalCount': 1};Could port to OpenCL?;2015-11-09T19:08:37Z;2015-11-09T19:10:18Z
29;MDU6SXNzdWUxMTU5NDM5NTc=;{'totalCount': 1};minimum req: Cuda compute capability 3.5;2015-11-09T19:11:40Z;2015-11-09T19:12:38Z
30;MDU6SXNzdWUxMTU5NDQzNzM=;{'totalCount': 1};Go API;2015-11-09T19:13:22Z;2015-11-09T19:17:52Z
31;MDU6SXNzdWUxMTU5NDQ4NjE=;{'totalCount': 30};Slack Channel;2015-11-09T19:15:42Z;2015-12-23T17:36:15Z
32;MDU6SXNzdWUxMTU5NDc5NDg=;{'totalCount': 18};Connectionist Temporal Classification example;2015-11-09T19:30:29Z;2016-02-29T17:22:05Z
33;MDU6SXNzdWUxMTU5NDgxNDg=;{'totalCount': 2};Error while installing tensorflow using pip on Ubuntu 14.04 32-bit system;2015-11-09T19:31:31Z;2015-11-13T22:25:35Z
34;MDU6SXNzdWUxMTU5NDg4Nzc=;{'totalCount': 11};Error when run docker image on Mac OS X 10.11.1;2015-11-09T19:35:43Z;2015-11-09T20:48:51Z
35;MDU6SXNzdWUxMTU5NTIyNzI=;{'totalCount': 5};Can't run TensorBoard on El Captain;2015-11-09T19:54:29Z;2015-11-24T19:16:47Z
36;MDU6SXNzdWUxMTU5NTU1NDc=;{'totalCount': 6};No module named tensorflow.python.platform;2015-11-09T20:11:04Z;2015-11-09T21:16:02Z
37;MDU6SXNzdWUxMTU5NTY5Mjc=;{'totalCount': 246};Node.js (JavaScript) Wrapper API;2015-11-09T20:17:58Z;2018-04-26T22:35:51Z
39;MDU6SXNzdWUxMTU5NjUwMjA=;{'totalCount': 3};is a Python 3 support coming soon ?;2015-11-09T21:03:06Z;2015-11-09T21:04:28Z
40;MDU6SXNzdWUxMTU5NjYxNDc=;{'totalCount': 2};Error in the Getting started/Variables section of the website;2015-11-09T21:09:41Z;2015-11-09T21:17:29Z
41;MDU6SXNzdWUxMTU5Njk3Mjc=;{'totalCount': 1};Pre-trained models;2015-11-09T21:24:04Z;2015-11-09T23:03:27Z
42;MDU6SXNzdWUxMTU5NzA2OTk=;{'totalCount': 144};Windows support;2015-11-09T21:28:34Z;2015-11-10T06:23:40Z
43;MDU6SXNzdWUxMTU5NzM0MDE=;{'totalCount': 2};Cannot import after installing with pip;2015-11-09T21:41:55Z;2015-11-09T22:09:47Z
44;MDU6SXNzdWUxMTU5ODE1NzU=;{'totalCount': 21};Can't install on El Capitan - probably python again :(;2015-11-09T22:25:52Z;2015-11-14T21:18:59Z
45;MDU6SXNzdWUxMTU5ODU1NTI=;{'totalCount': 1};OSX PIP Install: Setup.py missing;2015-11-09T22:50:12Z;2015-11-10T11:02:55Z
46;MDU6SXNzdWUxMTU5ODYxNzE=;{'totalCount': 2};"Missing ""pip install --upgrade pip"" in instructions leads to bogus error ""No such file or directory ... setup.py""";2015-11-09T22:54:00Z;2015-11-12T22:20:22Z
47;MDU6SXNzdWUxMTU5OTE5MDE=;{'totalCount': 7};Integration with blaze ecosystem numba python to llvm compiler?;2015-11-09T23:33:24Z;2017-06-16T16:53:32Z
48;MDU6SXNzdWUxMTU5OTI3MjI=;{'totalCount': 1};Object Detection;2015-11-09T23:39:56Z;2015-11-10T00:40:18Z
49;MDU6SXNzdWUxMTU5OTQyMzg=;{'totalCount': 2};error __init__() got an unexpected keyword argument 'syntax';2015-11-09T23:51:13Z;2015-11-10T00:16:02Z
50;MDU6SXNzdWUxMTU5OTY5MTQ=;{'totalCount': 83};Ruby API;2015-11-10T00:12:22Z;2017-06-16T18:17:43Z
51;MDU6SXNzdWUxMTU5OTY5NTc=;{'totalCount': 3};Ubuntu ImportError: No module named core.framework.graph_pb2;2015-11-10T00:12:52Z;2015-11-10T00:35:48Z
52;MDU6SXNzdWUxMTU5OTc1NTU=;{'totalCount': 2};Problem running RNN example;2015-11-10T00:17:38Z;2015-11-10T03:07:23Z
53;MDU6SXNzdWUxMTU5OTg4MDA=;{'totalCount': 27};Can't install on ubuntu 12.04.5 LTS;2015-11-10T00:26:50Z;2015-11-13T22:25:18Z
54;MDU6SXNzdWUxMTYwMDAwNTI=;{'totalCount': 5};Support cuda 7.5 and cudnn 7.0;2015-11-10T00:34:56Z;2015-11-24T19:47:11Z
56;MDU6SXNzdWUxMTYwMDEwMzk=;{'totalCount': 20};pip error: No such file or directory: '/tmp/pip-...-build/setup.py';2015-11-10T00:43:32Z;2015-11-10T02:22:21Z
57;MDU6SXNzdWUxMTYwMDEzMDg=;{'totalCount': 4};virtualenv python 2.7.6 import tensorflow. TypeError: __init__() got an unexpected keyword argument 'syntax';2015-11-10T00:46:02Z;2015-11-10T19:14:41Z
58;MDU6SXNzdWUxMTYwMDE5OTU=;{'totalCount': 5};No gradient defined for the Reverse op;2015-11-10T00:52:50Z;2015-12-21T23:53:59Z
59;MDU6SXNzdWUxMTYwMDU3NTA=;{'totalCount': 5};Error in final step of installation;2015-11-10T01:29:32Z;2015-11-10T23:25:06Z
61;MDU6SXNzdWUxMTYwMDY5MjA=;{'totalCount': 6};ImportError: No module named core.framework.graph_pb2;2015-11-10T01:40:51Z;2015-11-10T01:49:18Z
62;MDU6SXNzdWUxMTYwMDczMTQ=;{'totalCount': 2};"CUDNN error on ""import tensorflow as tf"" for gpu version";2015-11-10T01:44:32Z;2015-11-10T01:45:01Z
63;MDU6SXNzdWUxMTYwMDc2MDU=;{'totalCount': 4};Specify output tensor for ops from python;2015-11-10T01:46:36Z;2015-11-12T21:58:20Z
64;MDU6SXNzdWUxMTYwMDgwODU=;{'totalCount': 16};Mac: OSError: [Errno 1] Operation not permitted: '/tmp/pip-XcfgD6-uninstall/System/Library/Frameworks/Python.framework/Versions/2.7/Extras/lib/python/six-1.4.1-py2.7.egg-info';2015-11-10T01:50:52Z;2015-11-13T22:23:45Z
65;MDU6SXNzdWUxMTYwMDkzNjQ=;{'totalCount': 1};FR: Change TensorBoard image interpolation method;2015-11-10T02:02:52Z;2016-04-15T18:54:02Z
66;MDU6SXNzdWUxMTYwMTA1NDg=;{'totalCount': 2};compilation error;2015-11-10T02:14:31Z;2015-11-10T02:17:05Z
67;MDU6SXNzdWUxMTYwMTE1MDE=;{'totalCount': 12};no such package '@jpeg_archive//': Error downloading from ijg.org;2015-11-10T02:23:43Z;2015-11-11T02:05:58Z
68;MDU6SXNzdWUxMTYwMTM5MzY=;{'totalCount': 2};Typo;2015-11-10T02:46:49Z;2015-11-11T00:37:21Z
69;MDU6SXNzdWUxMTYwMTgwNzk=;{'totalCount': 6};models/rnn/ptb not included in pip package;2015-11-10T03:29:50Z;2015-11-10T19:10:17Z
70;MDU6SXNzdWUxMTYwMTg0OTI=;{'totalCount': 22};Human Consumable Language Independent DSL;2015-11-10T03:34:47Z;2018-02-08T00:25:12Z
71;MDU6SXNzdWUxMTYwMTk1OTA=;{'totalCount': 5};Can't install from source if I don't have a GPU? ;2015-11-10T03:47:10Z;2015-11-13T12:13:21Z
72;MDU6SXNzdWUxMTYwMjAwNTU=;{'totalCount': 5};Target //tensorflow/tools/pip_package:build_pip_package failed to build on OSX;2015-11-10T03:53:55Z;2015-11-24T19:30:23Z
73;MDU6SXNzdWUxMTYwMjE3NTY=;{'totalCount': 4};No plan for official doc of any other languages than English?;2015-11-10T04:10:24Z;2016-05-15T19:30:18Z
74;MDU6SXNzdWUxMTYwMjc2OTY=;{'totalCount': 3};Cannot run the android example on Android 5.1.1;2015-11-10T05:04:47Z;2015-11-10T21:48:42Z
75;MDU6SXNzdWUxMTYwMjgzOTU=;{'totalCount': 3};No module named copy_reg - Installation Issue;2015-11-10T05:09:56Z;2015-11-10T05:27:41Z
76;MDU6SXNzdWUxMTYwMjg5ODQ=;{'totalCount': 1};cuDNN v2 (6.5) not available anymore;2015-11-10T05:17:14Z;2015-11-10T14:48:22Z
77;MDU6SXNzdWUxMTYwMzY2NDk=;{'totalCount': 1};1st Class Windows Support;2015-11-10T06:20:00Z;2015-11-10T06:24:11Z
78;MDU6SXNzdWUxMTYwNDgyODU=;{'totalCount': 3};Scalar Equation is incorrect ? Documentation;2015-11-10T07:09:08Z;2015-11-11T02:32:07Z
79;MDU6SXNzdWUxMTYwNTM3NTM=;{'totalCount': 5};segmentation fault when running convolutional.py;2015-11-10T07:35:07Z;2015-11-24T19:19:05Z
80;MDU6SXNzdWUxMTYwNTM3NTg=;{'totalCount': 7};tensorboard gulp - analytics.js missing;2015-11-10T07:35:09Z;2015-12-03T01:15:11Z
81;MDU6SXNzdWUxMTYwNTY1OTA=;{'totalCount': 5};"Installed from source; unable to import tensorflow";2015-11-10T07:58:56Z;2015-11-10T20:53:10Z
82;MDU6SXNzdWUxMTYwNTgwMDk=;{'totalCount': 10};bazel compile error;2015-11-10T08:07:31Z;2015-11-11T14:44:29Z
83;MDU6SXNzdWUxMTYwNTg3NTg=;{'totalCount': 2};can't install on ubuntu 12.04;2015-11-10T08:12:53Z;2015-11-10T14:55:41Z
84;MDU6SXNzdWUxMTYwNjEwNzc=;{'totalCount': 4};Septation of Generalised DAG / Data Flow Programming Framework and ML Components;2015-11-10T08:30:56Z;2015-12-16T07:33:44Z
85;MDU6SXNzdWUxMTYwNjMwMzc=;{'totalCount': 4};C++ API neural net examples;2015-11-10T08:47:40Z;2015-11-11T10:03:54Z
86;MDU6SXNzdWUxMTYwNjM4Njg=;{'totalCount': 9};GPU implementations for more ops;2015-11-10T08:54:07Z;2016-02-19T07:21:09Z
88;MDU6SXNzdWUxMTYwODA4Mjg=;{'totalCount': 1};Unable to run tensorboard;2015-11-10T10:39:46Z;2015-11-10T13:14:48Z
89;MDU6SXNzdWUxMTYwODU0OTg=;{'totalCount': 1};Typo in `/tutorials/mnist/beginners/index.md`;2015-11-10T11:09:44Z;2015-11-24T19:21:08Z
91;MDU6SXNzdWUxMTYwOTY5NDY=;{'totalCount': 3};import six.moves.copyreg as copyreg error;2015-11-10T12:24:12Z;2015-11-11T01:38:31Z
92;MDU6SXNzdWUxMTYwOTc0OTc=;{'totalCount': 17};do we have plans for java api?;2015-11-10T12:28:12Z;2015-11-10T14:52:29Z
93;MDU6SXNzdWUxMTYxMTg1MTU=;{'totalCount': 5};" build failed!  File ""/usr/lib/python2.7/encodings/__init__.py"", line 123       raise CodecRegistryError,\";2015-11-10T14:34:38Z;2015-11-10T15:20:43Z
94;MDU6SXNzdWUxMTYxMjc3NDA=;{'totalCount': 14};Abandon gerrit and use github for everything;2015-11-10T15:20:57Z;2015-11-12T21:59:53Z
95;MDU6SXNzdWUxMTYxMjk5MjM=;{'totalCount': 2};Greedy heuristics may not find the optimal node placement;2015-11-10T15:30:13Z;2015-11-11T01:13:22Z
96;MDU6SXNzdWUxMTYxMzkyMzc=;{'totalCount': 11};tensorflow-0.5.0-cp27-none-linux_x86_64.whl is not a supported wheel on this platform.;2015-11-10T16:10:54Z;2015-11-11T06:19:59Z
97;MDU6SXNzdWUxMTYxMzk5MTc=;{'totalCount': 23};How to extract predictions;2015-11-10T16:14:04Z;2015-11-18T17:35:52Z
98;MDU6SXNzdWUxMTYxNDU1MzE=;{'totalCount': 2};MAC pip install operation not permitted;2015-11-10T16:34:34Z;2015-11-10T23:35:23Z
100;MDU6SXNzdWUxMTYxNTUyNzY=;{'totalCount': 3};Installing from source - problem with bazel;2015-11-10T17:17:11Z;2015-11-10T17:30:29Z
101;MDU6SXNzdWUxMTYxNjI5OTk=;{'totalCount': 3};Neural Translation Model example fails due to missing EN tokens ;2015-11-10T17:45:27Z;2015-11-12T21:57:00Z
103;MDU6SXNzdWUxMTYxOTg2NzA=;{'totalCount': 4};Alpine Linux: __isnanf: symbol not found ;2015-11-10T20:49:52Z;2015-11-16T23:14:30Z
104;MDU6SXNzdWUxMTYyMDU0MjU=;{'totalCount': 1};Support for python 3;2015-11-10T21:25:25Z;2015-11-10T21:29:32Z
105;MDU6SXNzdWUxMTYyMTY2MjI=;{'totalCount': 7};Can't build from source?;2015-11-10T22:26:18Z;2015-11-10T22:49:16Z
106;MDU6SXNzdWUxMTYyMjQ1NDU=;{'totalCount': 1};Ubuntu installation error using pip;2015-11-10T23:15:59Z;2015-11-10T23:18:52Z
107;MDU6SXNzdWUxMTYyMjg2Njc=;{'totalCount': 2};Truncated backprop docs are confusing;2015-11-10T23:45:39Z;2015-11-11T04:18:20Z
108;MDU6SXNzdWUxMTYyMzExMjQ=;{'totalCount': 18};Building a shared libary;2015-11-11T00:04:45Z;2016-02-19T07:19:30Z
109;MDU6SXNzdWUxMTYyMzI5NDA=;{'totalCount': 17}; C++ compilation of rule '//tensorflow/python:tf_session_helper' failed;2015-11-11T00:18:33Z;2015-12-16T07:39:55Z
110;MDU6SXNzdWUxMTYyMzY1NzM=;{'totalCount': 61};Support for Redhat, Centos and many superclusters;2015-11-11T00:48:24Z;2015-11-11T01:03:39Z
111;MDU6SXNzdWUxMTYyMzk1MDY=;{'totalCount': 8};configure script hardcodes location of cuda that makes it fail on OSX;2015-11-11T01:10:11Z;2015-11-11T22:54:36Z
112;MDU6SXNzdWUxMTYyNDE3OTg=;{'totalCount': 1};EC2 g2.2xlarge: Ignoring gpu device (GRID K520) with Cuda compute capability 3.0. The minimum required Cuda capability is 3.5.;2015-11-11T01:27:04Z;2015-11-11T01:28:47Z
114;MDU6SXNzdWUxMTYyNDU0MjU=;{'totalCount': 2};Matrix multiplication in softmax documentation carried out incorrectly;2015-11-11T01:59:15Z;2015-11-11T02:01:43Z
115;MDU6SXNzdWUxMTYyNDg2NDk=;{'totalCount': 3};Incorrect matrix math in tutorial at:  http://www.tensorflow.org/tutorials/mnist/beginners/index.md;2015-11-11T02:25:15Z;2015-11-11T02:32:55Z
116;MDU6SXNzdWUxMTYyNTAwMTc=;{'totalCount': 2};When will you have a version of TensorFlow for Win10/8/7?;2015-11-11T02:34:19Z;2015-11-11T02:35:14Z
117;MDU6SXNzdWUxMTYyNTk0MTQ=;{'totalCount': 4};TensorBoard logdir path, if relative, is relative to $HOME;2015-11-11T03:51:47Z;2015-12-23T19:32:34Z
118;MDU6SXNzdWUxMTYyNjQ1MTc=;{'totalCount': 2};"""help wanted"" I cannot get the TensorBoard working, I am following the given tutorial";2015-11-11T04:51:06Z;2015-11-11T05:27:56Z
119;MDU6SXNzdWUxMTYyNjU0ODY=;{'totalCount': 2};Bazel can't build protobuf;2015-11-11T04:59:01Z;2015-11-11T05:51:33Z
120;MDU6SXNzdWUxMTYyNjg2NzY=;{'totalCount': 20};TensorFlow session.run() overhead for graphs with few flops;2015-11-11T05:25:25Z;2016-02-19T07:25:38Z
121;MDU6SXNzdWUxMTYyNzg5OTM=;{'totalCount': 4};ImportError: undefined symbol: clock_gettime;2015-11-11T07:07:01Z;2015-11-11T17:20:45Z
122;MDU6SXNzdWUxMTYyODE2OTU=;{'totalCount': 4};Windows Installation?;2015-11-11T07:27:42Z;2015-11-11T15:41:29Z
123;MDU6SXNzdWUxMTYyODE4NzQ=;{'totalCount': 9};Cant install, Mac - El Capitan - not a supported wheel;2015-11-11T07:28:46Z;2015-11-12T03:36:31Z
124;MDU6SXNzdWUxMTYyODc1NTA=;{'totalCount': 9};tools/jdk: BUILD file not found on package path.;2015-11-11T08:21:16Z;2015-11-24T19:24:48Z
125;MDU6SXNzdWUxMTYyODgxNzA=;{'totalCount': 8};Can anyone install it with cuda7.5 and cudnn 7.0?;2015-11-11T08:27:24Z;2015-11-13T01:29:21Z
126;MDU6SXNzdWUxMTYyOTk3NTE=;{'totalCount': 4};cpu version Installed successfully, but cannot import tensorflow in python.;2015-11-11T09:53:07Z;2015-11-16T11:39:27Z
127;MDU6SXNzdWUxMTYzMDE5Mjg=;{'totalCount': 4};cannot use bazel to compile tensorflow example codes;2015-11-11T10:08:55Z;2015-11-12T02:53:48Z
128;MDU6SXNzdWUxMTYzMDU4Mjg=;{'totalCount': 2};Lots of C++ compile-time warnings;2015-11-11T10:31:03Z;2016-02-19T07:22:18Z
129;MDU6SXNzdWUxMTYzMDgzMjQ=;{'totalCount': 4};Update docs to instruct to use Bazel 0.1.1 installer;2015-11-11T10:46:08Z;2015-11-12T19:38:00Z
130;MDU6SXNzdWUxMTYzMDkxNzA=;{'totalCount': 2};Use Bazel 0.1.1;2015-11-11T10:49:25Z;2015-11-12T12:12:34Z
131;MDU6SXNzdWUxMTYzMDk5NzQ=;{'totalCount': 3};CUDA 7.0 is hard-coded in `configure` script for Linux;2015-11-11T10:55:09Z;2015-11-11T21:09:00Z
132;MDU6SXNzdWUxMTYzMTI0MjA=;{'totalCount': 7};Communicating channels: gitter.im + discourse;2015-11-11T11:13:42Z;2015-12-13T15:00:14Z
133;MDU6SXNzdWUxMTYzMTI0Mjk=;{'totalCount': 6};Linux installation problem with VirtualEnv;2015-11-11T11:13:45Z;2015-12-14T19:39:09Z
134;MDU6SXNzdWUxMTYzMTUyMTE=;{'totalCount': 3};Linux installation issue for GPU-enabled version;2015-11-11T11:34:41Z;2015-11-13T01:29:57Z
135;MDU6SXNzdWUxMTYzMTc5NjA=;{'totalCount': 25};osx 10.11 installation issues;2015-11-11T11:47:06Z;2015-11-11T20:55:03Z
136;MDU6SXNzdWUxMTYzMjA2NzY=;{'totalCount': 45};ResourceExhaustedError in CNN/MNIST example (with GPU);2015-11-11T12:00:02Z;2015-11-15T02:13:02Z
137;MDU6SXNzdWUxMTYzMjUxMjQ=;{'totalCount': 0};bazel always re-downloaded the dependency libraries;2015-11-11T12:27:50Z;2015-11-12T01:22:36Z
138;MDU6SXNzdWUxMTYzNDIzOTU=;{'totalCount': 1};Out of Memory in mnist?;2015-11-11T14:13:32Z;2015-11-11T15:10:57Z
139;MDU6SXNzdWUxMTYzNDUzODQ=;{'totalCount': 5};unable to use nn.moments when the dimension of the axis is None;2015-11-11T14:31:07Z;2015-11-12T02:53:19Z
140;MDU6SXNzdWUxMTYzNDU2MDc=;{'totalCount': 2};Questions about using LSTM ;2015-11-11T14:32:15Z;2015-11-11T18:47:18Z
141;MDU6SXNzdWUxMTYzNjAxODE=;{'totalCount': 1};typo in decaying the learning rate example;2015-11-11T15:39:36Z;2015-11-15T18:39:06Z
142;MDU6SXNzdWUxMTYzNzkxMTI=;{'totalCount': 3};TF not compatible with AWS GPU instances?;2015-11-11T17:09:23Z;2015-11-11T18:38:14Z
143;MDU6SXNzdWUxMTYzODM0NTk=;{'totalCount': 2};Truncated backdrop with max pooling over time;2015-11-11T17:31:38Z;2015-11-11T21:45:13Z
144;MDU6SXNzdWUxMTYzODUxOTI=;{'totalCount': 3};tutorial GPU issue;2015-11-11T17:41:26Z;2015-11-12T21:53:12Z
145;MDU6SXNzdWUxMTYzODUyMjE=;{'totalCount': 4};unable to install -Inside the virtualenv, install TensorFlow:;2015-11-11T17:41:37Z;2015-11-11T20:54:04Z
146;MDU6SXNzdWUxMTYzODU2NDE=;{'totalCount': 1};Wrong multiplication in MNIST beginner tutorial;2015-11-11T17:44:05Z;2015-11-11T18:45:58Z
147;MDU6SXNzdWUxMTYzOTIwMTQ=;{'totalCount': 1};add multiple-machine support;2015-11-11T18:24:22Z;2015-11-11T18:29:40Z
148;MDU6SXNzdWUxMTYzOTM1OTg=;{'totalCount': 1};"Wrong link in the ""common problems"" docs";2015-11-11T18:33:57Z;2015-11-24T19:27:20Z
149;MDU6SXNzdWUxMTYzOTc5ODQ=;{'totalCount': 16};Official Tensorflow Docker Image;2015-11-11T18:55:06Z;2015-12-10T21:43:10Z
150;MDU6SXNzdWUxMTY0MDg5NDk=;{'totalCount': 18};Is there 3D ConvNets support ? ;2015-11-11T19:53:13Z;2016-05-05T06:00:26Z
151;MDU6SXNzdWUxMTY0MjQzMTU=;{'totalCount': 0};Typo in reshape documentation;2015-11-11T21:24:04Z;2015-11-24T19:27:31Z
152;MDU6SXNzdWUxMTY0Mjg2ODk=;{'totalCount': 42};Segmentation fault when GPUs are already used;2015-11-11T21:50:05Z;2018-11-10T03:14:20Z
153;MDU6SXNzdWUxMTY0MzAxMTc=;{'totalCount': 6};Library not loaded: /usr/lib/libc++.1.dylib;2015-11-11T21:58:09Z;2016-10-13T00:57:12Z
156;MDU6SXNzdWUxMTY0NDE0NjA=;{'totalCount': 1};RuntimeError: Broken toolchain: cannot link a simple C program;2015-11-11T23:09:35Z;2015-11-11T23:19:30Z
159;MDU6SXNzdWUxMTY0NTY4MDY=;{'totalCount': 4};tensorflow binary image for ARM architecture;2015-11-12T00:59:59Z;2016-06-22T08:17:09Z
160;MDU6SXNzdWUxMTY0NjcyMzI=;{'totalCount': 1};doc for install from source of pip+gpu missing --config=cuda and --use_gpu;2015-11-12T02:37:56Z;2015-11-12T02:41:55Z
161;MDU6SXNzdWUxMTY0Njk0ODc=;{'totalCount': 4};Can't install tensorflow on OS X - problem with virtualenv;2015-11-12T02:57:44Z;2015-11-12T05:00:44Z
162;MDU6SXNzdWUxMTY0Njk2MTA=;{'totalCount': 6};Any Roadmap Available?;2015-11-12T02:59:21Z;2016-01-14T01:44:00Z
163;MDU6SXNzdWUxMTY0NzEzNDY=;{'totalCount': 1};Published Roadmap;2015-11-12T03:20:43Z;2015-11-12T03:22:11Z
164;MDU6SXNzdWUxMTY0NzE3MjQ=;{'totalCount': 10};Direct Native Code / LLVM IR generation / JIT Compilation / Staging / Incremental Computing;2015-11-12T03:25:13Z;2016-07-28T17:07:42Z
165;MDU6SXNzdWUxMTY0Nzc2Nzc=;{'totalCount': 1};in_top_k op does not work with int64 labels;2015-11-12T04:34:35Z;2015-11-24T19:28:50Z
166;MDU6SXNzdWUxMTY0ODYyOTI=;{'totalCount': 6};Does TensorFlow support temporal convolution;2015-11-12T05:59:28Z;2015-11-12T22:53:08Z
167;MDU6SXNzdWUxMTY0ODc0NjM=;{'totalCount': 4};g3doc is not installed when using pip ;2015-11-12T06:14:18Z;2015-11-13T23:19:33Z
168;MDU6SXNzdWUxMTY0OTQxMTY=;{'totalCount': 2};tensor flow does not support operator.__truediv__;2015-11-12T07:16:59Z;2015-11-12T15:58:15Z
169;MDU6SXNzdWUxMTY0OTY3MjE=;{'totalCount': 1};Small typo in Deep MNIST Tutorial;2015-11-12T07:39:12Z;2015-11-13T20:41:47Z
170;MDU6SXNzdWUxMTY1MDA2OTA=;{'totalCount': 8};Not a gzipped file;2015-11-12T08:18:39Z;2015-11-13T00:52:53Z
171;MDU6SXNzdWUxMTY1MTY3OTg=;{'totalCount': 2};Tensorboard creates unecessary loops in graph;2015-11-12T10:02:37Z;2016-01-08T15:32:39Z
172;MDU6SXNzdWUxMTY1MjE5MDc=;{'totalCount': 7};Wrong Logistic Loss;2015-11-12T10:32:01Z;2015-11-13T07:41:26Z
173;MDU6SXNzdWUxMTY1NDkzMzk=;{'totalCount': 11};"Unable to restore trained models on the en-fr translate model:  tensorflow.python.framework.errors.NotFoundError: Tensor name ""embedding_attention_seq2seq/RNN/MultiRNNCell/Cell2/GRUCell/Gates/Linear/Matrix"" not found";2015-11-12T13:33:25Z;2015-11-13T22:22:29Z
174;MDU6SXNzdWUxMTY1NTI0NzI=;{'totalCount': 9};run from script only instead of compiling with bazel?;2015-11-12T13:52:53Z;2015-11-14T00:45:56Z
175;MDU6SXNzdWUxMTY1NTQ5NTg=;{'totalCount': 7};einsum-like function?;2015-11-12T14:08:01Z;2016-09-20T17:23:34Z
176;MDU6SXNzdWUxMTY1NzAyNDE=;{'totalCount': 3};Split a tensor with Tensor 0-D int32 as num_split argument;2015-11-12T15:18:14Z;2015-11-12T15:54:36Z
